,Diabetes,HIV prevalence rate,Infant mortality,Poor or fair health,Premature age-adjusted mortality,Access to exercise opportunities,Adult obesity,Adult smoking,Excessive drinking,Sexually transmitted infections,Could not see doctor due to cost,Dentists,Diabetic screening,Health care costs,Mental health providers,Preventable hospital stays,Primary care physicians,Uninsured,Children in poverty,Children in single-parent households,High school graduation,Income inequality,Median household income,Social associations,Some college,Unemployment,Violent crime,Air pollution - particulate matter,Drinking water violations,Severe housing problems,2011 population estimate,Population that is not proficient in English
54049,0.124,52.0,6.8,0.176,378.5,0.626,0.326,0.211,0.092,296.4,0.154,51.0,0.82,10073.0,81.0,72.25,69.0,0.172,0.232,0.355,0.84,4.833,41705.0,17.996,0.572,0.056,223.77,13.55,0.024,0.11,56868,0.001
41017,0.073,59.2,4.3,0.087,269.5,0.885,0.23,0.123,0.168,382.7,0.144,80.0,0.87,6833.0,323.0,28.32,98.0,0.183,0.201,0.269,0.659,4.389,49427.0,10.414,0.706,0.095,295.01,8.13,0.015,0.214,165954,0.011
46063,0.088,103.0,7.0,0.165,376.65,0.198,0.308,0.2075,0.298,293.0,0.148,0.0,0.85,9196.0,92.0,65.31,0.0,0.179,0.179,0.133,0.848,4.26,43860.0,30.395,0.738,0.027,26.26,9.91,0.0,0.126,1262,0.002
16025,0.091,103.0,7.0,0.165,376.65,0.062,0.274,0.2075,0.1625,293.0,0.148,0.0,0.85,7147.0,92.0,65.31,0.0,0.25,0.208,0.35,0.875,2.913,47911.0,27.855,0.435,0.06,59.21,9.11,0.5,0.209,1042,0.031
13303,0.143,226.3,10.6,0.219,403.2,0.41,0.353,0.262,0.1625,809.4,0.156,24.0,0.86,8961.0,19.0,52.68,77.0,0.192,0.368,0.484,0.82,5.791,36807.0,11.974,0.421,0.108,315.36,12.86,0.0,0.15,20676,0.004
31107,0.099,103.0,7.0,0.119,344.5,0.69,0.282,0.136,0.207,58.3,0.093,70.0,0.82,8242.0,23.0,62.52,58.0,0.175,0.21,0.215,0.848,4.128,41066.0,19.83,0.619,0.035,7.66,11.7,0.16,0.078,8565,0.002
37183,0.073,364.0,6.8,0.111,243.9,0.907,0.253,0.129,0.15,489.3,0.133,65.0,0.9,8816.0,267.0,43.7,81.0,0.151,0.145,0.283,0.815,4.253,65433.0,9.809,0.776,0.062,260.94,12.15,0.015,0.143,974289,0.031
49037,0.102,103.0,7.0,0.142,353.6,0.406,0.251,0.098,0.073,581.4,0.148,80.0,0.69,9533.0,80.0,62.52,67.0,0.229,0.306,0.319,0.76,6.25,40327.0,1.336,0.537,0.093,95.98,9.11,0.032,0.264,14973,0.051
31161,0.111,103.0,7.0,0.125,293.4,0.562,0.292,0.12,0.161,112.8,0.133,57.0,0.66,7052.0,190.0,80.09,75.0,0.18,0.269,0.288,0.848,3.954,38411.0,28.201,0.695,0.033,292.38,13.09,0.248,0.136,5251,0.001
39035,0.112,341.0,9.6,0.148,385.9,0.953,0.28,0.187,0.171,807.9,0.128,94.0,0.83,10454.0,225.0,71.46,111.0,0.138,0.281,0.45,0.736,5.54,43653.0,9.311,0.681,0.077,559.78,13.63,0.0,0.189,1263154,0.018
27099,0.094,71.7,5.1,0.116,238.2,0.688,0.3,0.144,0.1625,228.6,0.088,46.0,0.93,7377.0,97.0,59.99,51.0,0.117,0.187,0.325,0.791,4.686,50479.0,17.017,0.575,0.044,218.22,12.27,0.011,0.169,39327,0.038
17075,0.112,39.6,7.0,0.165,421.2,0.512,0.32,0.243,0.203,119.7,0.148,31.0,0.84,9247.0,214.0,65.98,51.0,0.129,0.205,0.29,0.856,4.121,46977.0,15.39,0.572,0.084,67.66,13.4,0.005,0.126,28982,0.015
48237,0.102,192.9,7.0,0.165,396.9,0.542,0.289,0.2075,0.1625,111.3,0.148,11.0,0.82,10665.0,92.0,112.33,33.0,0.256,0.21,0.221,0.848,3.903,50168.0,15.585,0.387,0.041,200.38,9.81,0.0,0.103,8957,0.036
29033,0.117,103.0,7.0,0.179,406.0,0.439,0.315,0.209,0.1625,220.1,0.154,44.0,0.82,8988.0,11.0,78.16,33.0,0.174,0.262,0.289,0.828,4.317,41279.0,17.61,0.478,0.065,121.86,9.37,0.0,0.115,9127,0.003
26105,0.129,40.1,7.0,0.209,379.9,0.644,0.299,0.234,0.245,188.3,0.143,52.0,0.88,8299.0,287.0,51.34,70.0,0.146,0.268,0.354,0.75,4.037,40438.0,17.085,0.629,0.092,249.75,11.55,0.0,0.144,28605,0.004
31089,0.084,103.0,7.0,0.124,275.8,0.49,0.312,0.131,0.167,48.1,0.081,105.0,0.73,10864.0,211.0,89.62,106.0,0.143,0.167,0.173,0.848,4.059,44518.0,19.238,0.739,0.029,28.65,11.93,0.401,0.096,10449,0.004
42111,0.114,122.6,5.4,0.166,348.8,0.727,0.325,0.216,0.2,122.1,0.11,43.0,0.79,10579.0,81.0,72.98,42.0,0.128,0.194,0.226,0.93,4.006,42712.0,21.181,0.451,0.09,141.93,13.43,0.016,0.116,76520,0.003
17071,0.114,103.0,7.0,0.165,319.6,0.248,0.329,0.2075,0.1625,184.6,0.148,129.0,0.84,8671.0,92.0,60.07,28.0,0.139,0.207,0.385,0.925,4.343,45022.0,19.878,0.597,0.075,391.37,10.85,0.061,0.109,6990,0.002
38053,0.091,103.0,7.0,0.116,423.4,0.587,0.306,0.256,0.332,388.1,0.148,21.0,0.82,8283.0,92.0,81.61,13.0,0.147,0.127,0.338,0.848,4.789,75699.0,20.033,0.721,0.014,209.93,9.96,0.031,0.08,9314,0.005
5085,0.117,57.3,6.1,0.169,453.7,0.642,0.335,0.206,0.147,345.1,0.099,27.0,0.85,10704.0,41.0,78.55,19.0,0.159,0.177,0.278,0.876,4.09,55648.0,7.589,0.605,0.064,349.97,12.13,0.004,0.111,70753,0.006
35017,0.084,95.9,7.0,0.189,393.4,0.815,0.218,0.18,0.157,581.9,0.184,41.0,0.85,6821.0,474.0,48.15,75.0,0.184,0.337,0.441,0.847,4.589,39220.0,10.208,0.588,0.073,487.86,9.85,0.296,0.115,29328,0.015
24035,0.095,112.1,6.2,0.104,281.8,0.793,0.273,0.175,0.231,197.6,0.08,37.0,0.85,8975.0,89.0,63.4,39.0,0.097,0.108,0.277,0.92,3.912,80143.0,9.054,0.646,0.059,249.88,12.25,0.0,0.145,48517,0.007
6073,0.076,457.5,4.8,0.16,256.7,0.964,0.226,0.121,0.172,520.1,0.138,79.0,0.83,9131.0,283.0,38.93,77.0,0.184,0.194,0.292,0.855,4.793,61365.0,5.637,0.679,0.075,367.03,7.87,0.004,0.266,3211252,0.08
1099,0.16,168.1,7.0,0.257,512.3,0.534,0.363,0.207,0.1625,535.4,0.268,22.0,0.74,9814.0,49.0,74.6,31.0,0.165,0.391,0.527,0.76,6.34,32696.0,13.273,0.416,0.114,540.43,12.96,0.0,0.17,22236,0.0
5101,0.124,135.3,7.0,0.188,435.4,0.6,0.36,0.392,0.191,136.0,0.143,38.0,0.87,7476.0,12.0,76.47,12.0,0.24,0.396,0.208,0.952,4.834,31824.0,8.657,0.476,0.076,101.66,11.49,0.249,0.136,8064,0.001
20057,0.094,98.5,7.3,0.161,316.5,0.832,0.333,0.17,0.147,385.6,0.142,43.0,0.84,9050.0,83.0,77.72,49.0,0.216,0.186,0.24,0.844,3.429,46444.0,10.071,0.418,0.038,410.11,11.92,0.46,0.169,34819,0.139
53043,0.104,103.0,7.0,0.129,309.4,0.586,0.309,0.17,0.156,124.6,0.13,39.0,0.9,9219.0,68.0,64.24,48.0,0.167,0.199,0.204,0.862,4.385,47895.0,22.995,0.544,0.076,84.68,11.27,0.008,0.115,10301,0.003
12121,0.127,218.6,9.9,0.23,456.7,0.517,0.316,0.244,0.136,396.3,0.2,18.0,0.84,9758.0,25.0,88.4,21.0,0.237,0.375,0.417,0.59,4.405,35666.0,11.453,0.381,0.066,419.93,11.89,0.0,0.154,43734,0.034
49035,0.069,219.9,5.3,0.124,303.2,0.941,0.248,0.109,0.12,368.8,0.136,72.0,0.86,8925.0,328.0,29.72,73.0,0.169,0.159,0.223,0.766,3.985,61716.0,4.446,0.664,0.042,341.53,12.55,0.019,0.171,1079721,0.038
16053,0.09,103.0,7.4,0.188,328.9,0.764,0.319,0.201,0.141,231.1,0.183,31.0,0.86,8270.0,9.0,60.13,40.0,0.268,0.224,0.307,0.819,3.808,41595.0,8.0,0.347,0.055,209.34,9.97,0.014,0.18,22514,0.089
38033,0.091,103.0,7.0,0.088,352.9,0.521,0.288,0.187,0.205,443.5,0.148,0.0,1.0,6624.0,439.0,65.31,0.0,0.153,0.17,0.319,0.848,5.762,48103.0,33.259,0.664,0.025,77.22,10.0,0.0,0.116,1823,0.0
48189,0.104,89.2,7.0,0.196,375.0,0.688,0.29,0.282,0.1625,527.7,0.197,28.0,0.85,10729.0,75.0,71.18,38.0,0.264,0.316,0.388,0.89,4.307,39209.0,16.49,0.414,0.124,215.67,9.33,0.0,0.152,35764,0.054
48331,0.118,139.9,7.0,0.327,403.3,0.442,0.321,0.22,0.1625,538.1,0.213,21.0,0.79,11865.0,21.0,78.66,37.0,0.247,0.283,0.346,0.94,4.86,40120.0,17.386,0.463,0.071,175.76,8.85,0.223,0.143,24167,0.022
29209,0.117,45.8,7.0,0.179,312.6,0.695,0.325,0.247,0.166,101.4,0.148,13.0,0.87,9369.0,45.0,51.27,32.0,0.215,0.3,0.318,0.904,3.991,39018.0,11.087,0.43,0.089,325.26,10.27,0.068,0.133,31297,0.002
48115,0.1,58.4,7.0,0.165,414.6,0.613,0.309,0.2075,0.1625,469.2,0.148,22.0,0.83,10370.0,92.0,55.73,44.0,0.268,0.307,0.277,0.894,5.52,38333.0,16.862,0.4,0.07,303.0,9.42,0.057,0.107,13810,0.064
48025,0.095,775.1,7.7,0.177,372.2,0.673,0.304,0.2075,0.1625,547.2,0.148,21.0,0.76,11893.0,27.0,104.41,31.0,0.224,0.312,0.437,0.874,4.468,41804.0,7.993,0.401,0.065,219.66,8.49,0.445,0.15,32799,0.036
53003,0.124,86.7,7.0,0.195,342.9,0.718,0.286,0.217,0.156,360.9,0.156,41.0,0.83,7618.0,199.0,37.68,96.0,0.15,0.258,0.291,0.694,4.069,42842.0,10.965,0.604,0.072,191.68,10.57,0.0,0.108,22110,0.005
21059,0.103,89.0,8.0,0.176,399.7,0.697,0.292,0.241,0.134,420.0,0.1,57.0,0.85,9987.0,201.0,61.42,56.0,0.141,0.214,0.339,0.906,4.479,46908.0,14.41,0.607,0.068,173.61,14.06,0.018,0.116,98218,0.007
20085,0.112,103.0,7.0,0.128,371.3,0.343,0.368,0.269,0.142,267.7,0.176,37.0,0.81,9489.0,7.0,50.85,74.0,0.139,0.151,0.303,0.929,3.655,50661.0,11.897,0.663,0.056,203.84,8.48,0.0,0.106,13366,0.005
19141,0.099,103.0,7.0,0.065,327.1,0.766,0.287,0.2075,0.127,127.0,0.148,64.0,0.9,8337.0,36.0,46.65,49.0,0.105,0.122,0.188,0.909,4.208,57287.0,30.342,0.61,0.037,81.14,11.98,0.0,0.095,14044,0.007
17017,0.1,103.0,7.0,0.165,408.2,0.676,0.285,0.2075,0.1625,344.9,0.148,53.0,0.83,8708.0,255.0,62.65,7.0,0.162,0.199,0.381,0.802,3.664,45257.0,14.995,0.433,0.086,126.48,11.57,0.0,0.136,13324,0.046
4007,0.123,59.6,9.0,0.214,454.1,0.818,0.271,0.244,0.147,434.7,0.161,57.0,0.73,9918.0,68.0,64.13,58.0,0.209,0.365,0.423,0.694,4.241,39868.0,8.656,0.477,0.093,338.94,9.68,0.096,0.186,53053,0.012
5147,0.144,103.0,7.0,0.274,635.1,0.23,0.367,0.221,0.1625,521.1,0.241,42.0,0.81,10100.0,71.0,90.99,42.0,0.211,0.413,0.384,0.848,5.327,29159.0,21.127,0.332,0.103,33.85,12.33,0.198,0.137,7072,0.0
47005,0.148,60.1,7.0,0.2,600.7,0.513,0.333,0.251,0.1625,464.5,0.184,18.0,0.91,10699.0,25.0,97.7,18.0,0.187,0.356,0.308,0.925,4.679,35559.0,15.891,0.382,0.106,249.53,14.78,0.0,0.107,16290,0.008
39145,0.124,79.1,9.0,0.241,517.6,0.88,0.367,0.339,0.161,251.0,0.255,32.0,0.81,13246.0,75.0,98.73,59.0,0.154,0.321,0.352,0.949,5.296,36682.0,12.105,0.505,0.115,165.32,13.15,0.0,0.164,78153,0.005
35051,0.107,119.7,7.0,0.259,554.9,0.943,0.213,0.245,0.116,269.0,0.141,60.0,0.75,8014.0,181.0,64.87,59.0,0.23,0.463,0.436,0.775,4.446,29680.0,11.77,0.46,0.062,399.2,10.09,0.0,0.136,11572,0.016
29067,0.115,43.3,7.0,0.213,348.3,0.194,0.301,0.264,0.1625,103.1,0.172,30.0,0.91,8740.0,44.0,46.37,50.5,0.212,0.358,0.283,0.925,3.62,31289.0,14.722,0.442,0.073,219.56,10.51,0.0,0.148,13515,0.002
20029,0.123,103.0,7.0,0.13,378.7,0.584,0.335,0.161,0.137,415.0,0.086,32.0,0.9,9286.0,161.0,86.41,32.0,0.146,0.172,0.312,0.8,3.909,40663.0,30.861,0.638,0.034,367.9,10.54,0.004,0.108,9292,0.004
32033,0.087,114.9,7.0,0.201,452.6,0.593,0.248,0.2,0.133,368.5,0.152,30.0,0.81,8098.0,348.0,62.68,70.0,0.197,0.176,0.29,0.725,4.101,52588.0,3.983,0.444,0.072,365.43,13.15,0.002,0.081,10057,0.009
39173,0.109,50.8,5.4,0.135,299.0,0.716,0.291,0.145,0.187,305.0,0.109,32.0,0.86,9838.0,114.0,76.6,69.0,0.115,0.127,0.254,0.949,4.634,52578.0,12.168,0.713,0.072,87.89,13.2,0.122,0.154,129264,0.005
33015,0.086,81.0,4.9,0.098,265.6,0.907,0.257,0.158,0.197,191.4,0.094,66.0,0.9,8927.0,201.0,57.45,77.0,0.103,0.067,0.204,0.904,3.875,74785.0,9.099,0.733,0.057,122.86,10.37,0.038,0.157,299134,0.004
